player_name,season,team,matches,total_legal_balls,total_overs,total_runs_conceded,total_wickets,total_wides,total_no_balls,total_dot_balls,five_wicket_hauls,three_plus_wickets,best_bowling_wickets,total_pp_wickets,total_death_wickets,total_pp_runs_conceded,total_middle_runs_conceded,total_death_runs_conceded,season_economy,season_dot_pct,bowling_average,bowling_strike_rate
TU Deshpande,2023,Chennai Super Kings,16,342,57.0,580,24,23,3,128,0,3,3,8,13,261,18,301,10.18,34.78,24.17,14.25
M Pathirana,2023,Chennai Super Kings,12,278,46.3,386,23,31,1,95,0,3,3,0,22,0,139,247,8.33,30.65,16.78,12.09
PP Chawla,2023,Mumbai Indians,16,366,61.0,499,23,5,0,120,0,1,3,2,0,83,398,18,8.18,32.35,21.7,15.91
YS Chahal,2023,Rajasthan Royals,14,317,52.8,434,22,9,0,95,0,4,4,1,12,12,310,112,8.21,29.14,19.73,14.41
Mohammed Siraj,2023,Royal Challengers Bengaluru,14,300,50.0,395,20,27,2,151,0,3,4,11,8,192,64,139,7.9,45.9,19.75,15.0
RA Jadeja,2023,Chennai Super Kings,16,342,57.0,432,20,6,0,106,0,2,3,0,0,0,399,33,7.58,30.46,21.6,17.1
CV Varun,2023,Kolkata Knight Riders,14,316,52.7,445,20,7,0,115,0,3,4,5,4,138,192,115,8.45,35.6,22.25,15.8
B Kumar,2023,Sunrisers Hyderabad,14,306,51.0,432,19,13,0,121,1,2,6,7,12,216,40,176,8.47,37.93,22.74,16.11
Arshdeep Singh,2023,Punjab Kings,14,305,50.8,497,18,19,0,110,0,2,4,6,9,228,108,161,9.78,33.95,27.61,16.94
Ravi Bishnoi,2023,Lucknow Super Giants,14,303,50.5,394,17,7,2,94,0,1,3,0,4,16,310,68,7.8,30.13,23.18,17.82
JP Behrendorff,2023,Mumbai Indians,12,252,42.0,395,17,10,0,88,0,3,4,8,8,214,71,110,9.4,33.59,23.24,14.82
Noor Ahmad,2023,Gujarat Titans,13,283,47.2,375,16,15,1,100,0,1,3,0,4,42,280,53,7.95,33.44,23.44,17.69
Akash Madhwal,2023,Mumbai Indians,8,153,25.5,222,16,2,5,50,1,3,6,3,7,36,91,95,8.71,31.25,13.88,9.56
Yash Thakur,2023,Lucknow Super Giants,9,191,31.8,297,15,14,2,63,0,3,4,2,10,56,102,139,9.33,30.43,19.8,12.73
Sandeep Sharma,2023,Rajasthan Royals,12,276,46.0,398,15,10,4,94,0,3,4,2,12,195,59,144,8.65,32.41,26.53,18.4
HV Patel,2023,Royal Challengers Bengaluru,13,283,47.2,468,15,15,4,77,0,1,3,0,11,0,231,237,9.92,25.5,31.2,18.87
R Ashwin,2023,Rajasthan Royals,13,294,49.0,370,15,15,0,88,0,0,2,1,2,111,234,25,7.55,28.48,24.67,19.6
DL Chahar,2023,Chennai Super Kings,10,204,34.0,302,13,11,0,80,0,2,3,10,0,228,17,57,8.88,37.21,23.23,15.69
T Natarajan,2023,Sunrisers Hyderabad,12,270,45.0,416,13,6,0,72,0,1,3,2,11,104,93,219,9.24,26.09,32.0,20.77
NT Ellis,2023,Punjab Kings,10,228,38.0,342,13,3,2,65,0,1,4,4,5,74,136,132,9.0,27.9,26.31,17.54
TA Boult,2023,Rajasthan Royals,10,228,38.0,316,13,7,0,103,0,1,3,10,1,180,71,65,8.32,43.83,24.31,17.54
MR Marsh,2023,Delhi Capitals,8,121,20.2,172,12,10,1,34,0,2,4,2,3,14,126,32,8.53,25.76,14.33,10.08
M Markande,2023,Sunrisers Hyderabad,10,228,38.0,300,12,2,0,76,0,1,4,0,2,0,240,60,7.89,33.04,25.0,19.0
Suyash Sharma,2023,Kolkata Knight Riders,11,234,39.0,330,11,4,1,80,0,2,3,3,1,22,240,68,8.46,33.47,30.0,21.27
Vijaykumar Vyshak,2023,Royal Challengers Bengaluru,7,144,24.0,253,11,8,1,40,0,1,3,2,4,57,121,75,10.54,26.14,23.0,13.09
Naveen-ul-Haq,2023,Lucknow Super Giants,7,169,28.2,227,11,5,1,64,0,3,4,2,6,82,21,124,8.06,36.57,20.64,15.36
AR Patel,2023,Delhi Capitals,13,282,47.0,344,11,6,0,102,0,0,2,2,0,86,241,17,7.32,35.42,31.27,25.64
MA Wood,2023,Lucknow Super Giants,4,96,16.0,142,11,5,1,42,1,2,5,2,7,40,24,78,8.88,41.18,12.91,8.73
SM Curran,2023,Punjab Kings,14,287,47.8,497,11,11,1,80,0,1,3,0,8,167,153,177,10.39,26.76,45.18,26.09
M Theekshana,2023,Chennai Super Kings,13,294,49.0,401,11,4,0,81,0,0,2,3,4,123,197,81,8.18,27.18,36.45,26.73
SP Narine,2023,Kolkata Knight Riders,14,288,48.0,389,11,8,0,84,0,1,3,2,3,69,251,69,8.1,28.38,35.36,26.18
A Nortje,2023,Delhi Capitals,10,240,40.0,370,11,8,3,90,0,1,3,5,6,126,56,188,9.25,35.86,33.64,21.82
KV Sharma,2023,Royal Challengers Bengaluru,7,129,21.5,229,11,3,0,37,0,1,3,0,2,0,207,22,10.65,28.03,20.82,11.73
KK Ahmed,2023,Delhi Capitals,9,198,33.0,309,10,12,2,81,0,0,2,2,7,133,41,135,9.36,38.21,30.9,19.8
M Jansen,2023,Sunrisers Hyderabad,8,163,27.2,273,10,11,4,67,0,0,2,7,0,171,85,17,10.05,37.64,27.3,16.3
I Sharma,2023,Delhi Capitals,8,150,25.0,210,10,6,1,65,0,0,2,6,2,137,24,49,8.4,41.4,21.0,15.0
Kuldeep Yadav,2023,Delhi Capitals,14,294,49.0,366,10,6,0,82,0,0,2,0,1,0,311,55,7.47,27.33,36.6,29.4
A Zampa,2023,Rajasthan Royals,6,132,22.0,189,9,1,0,39,0,1,3,3,3,39,113,37,8.59,29.32,21.0,14.67
PWH de Silva,2023,Royal Challengers Bengaluru,8,174,29.0,259,9,1,0,54,0,0,2,4,2,43,212,4,8.93,30.86,28.78,19.33
MM Ali,2023,Chennai Super Kings,11,156,26.0,198,9,1,0,54,0,1,4,2,1,10,185,3,7.62,34.39,22.0,17.33
J Little,2023,Gujarat Titans,10,204,34.0,296,9,7,0,73,0,1,3,2,2,88,118,90,8.71,34.6,32.89,22.67
KH Pandya,2023,Lucknow Super Giants,12,252,42.0,320,9,1,0,92,0,1,3,2,0,154,156,10,7.62,36.36,35.56,28.0
Mukesh Kumar,2023,Delhi Capitals,10,186,31.0,328,9,10,1,63,0,0,2,1,6,103,71,154,10.58,31.98,36.44,20.67
Harpreet Brar,2023,Punjab Kings,11,163,27.2,219,9,3,0,57,0,1,4,0,2,74,94,51,8.06,34.34,24.33,18.11
WD Parnell,2023,Royal Challengers Bengaluru,7,151,25.2,237,9,5,1,55,0,2,3,6,2,142,47,48,9.42,35.03,26.33,16.78
C Green,2023,Mumbai Indians,16,228,38.0,370,8,10,1,79,0,0,2,2,3,138,123,109,9.74,33.05,46.25,28.5
RD Chahar,2023,Punjab Kings,14,298,49.7,388,8,3,0,93,0,0,2,0,2,9,322,57,7.81,30.9,48.5,37.25
Avesh Khan,2023,Lucknow Super Giants,9,174,29.0,287,8,2,0,58,0,1,3,0,7,131,39,117,9.9,32.95,35.88,21.75
RP Meredith,2023,Mumbai Indians,5,118,19.7,209,7,7,1,40,0,0,2,0,5,43,67,99,10.63,31.75,29.86,16.86
AS Joseph,2023,Gujarat Titans,7,144,24.0,226,7,6,0,56,0,0,2,0,4,18,137,71,9.42,37.33,32.29,20.57
K Rabada,2023,Punjab Kings,6,139,23.2,243,7,6,2,58,0,0,2,4,1,114,48,81,10.49,39.46,34.71,19.86
SN Thakur,2023,Kolkata Knight Riders,9,126,21.0,222,7,4,2,32,0,0,2,1,3,51,82,89,10.57,24.24,31.71,18.0
AD Russell,2023,Kolkata Knight Riders,9,91,15.2,173,7,5,3,31,0,1,3,4,2,73,39,61,11.41,31.31,24.71,13.0
A Mishra,2023,Lucknow Super Giants,7,114,19.0,151,7,1,0,30,0,0,2,0,3,0,111,40,7.95,26.09,21.57,16.29
Harshit Rana,2023,Kolkata Knight Riders,6,102,17.0,153,6,5,1,44,0,0,2,5,0,117,15,21,9.0,40.74,25.5,17.0
MG Bracewell,2023,Royal Challengers Bengaluru,5,66,11.0,95,6,0,0,26,0,0,2,3,0,13,82,0,8.64,39.39,15.83,11.0
Umran Malik,2023,Sunrisers Hyderabad,8,120,20.0,219,6,4,0,41,0,0,2,0,1,28,136,55,10.95,33.06,36.5,20.0
VG Arora,2023,Kolkata Knight Riders,5,96,16.0,149,5,7,4,30,0,0,2,0,3,80,1,68,9.31,28.04,29.8,19.2
Akash Singh,2023,Chennai Super Kings,6,114,19.0,188,5,3,0,46,0,0,2,3,1,144,34,10,9.89,39.32,37.6,22.8
Arshad Khan,2023,Mumbai Indians,6,85,14.2,192,5,12,0,25,0,1,3,1,2,90,32,70,13.55,25.77,38.4,17.0
MP Stoinis,2023,Lucknow Super Giants,5,65,10.8,101,5,4,0,22,0,0,2,1,2,33,46,22,9.32,31.88,20.2,13.0
K Kartikeya,2023,Mumbai Indians,8,156,26.0,231,5,7,0,40,0,0,2,0,0,0,182,49,8.88,24.54,46.2,31.2
HH Pandya,2023,Gujarat Titans,11,150,25.0,241,4,5,1,59,0,0,1,4,0,175,66,0,9.64,37.82,60.25,37.5
Arjun Tendulkar,2023,Mumbai Indians,4,59,9.8,95,4,8,1,23,0,0,2,1,2,47,12,36,9.66,33.82,23.75,14.75
JO Holder,2023,Rajasthan Royals,8,171,28.5,290,4,5,0,40,0,0,2,0,1,45,107,138,10.18,22.73,72.5,42.75
Fazalhaq Farooqi,2023,Sunrisers Hyderabad,4,80,13.3,119,4,6,0,32,0,0,2,2,1,65,31,23,8.93,37.21,29.75,20.0
DJ Willey,2023,Royal Challengers Bengaluru,4,90,15.0,106,4,4,0,36,0,0,2,2,1,55,18,33,7.07,38.3,26.5,22.5
MJ Santner,2023,Chennai Super Kings,3,72,12.0,82,3,0,0,21,0,0,2,0,0,18,57,7,6.83,29.17,27.33,24.0
Sikandar Raza,2023,Punjab Kings,6,73,12.2,124,3,3,0,19,0,0,1,0,0,28,96,0,10.19,25.0,41.33,24.33
KM Asif,2023,Rajasthan Royals,4,85,14.2,139,3,6,0,28,0,0,2,0,0,35,59,45,9.81,30.77,46.33,28.33
C Sakariya,2023,Delhi Capitals,2,48,8.0,89,3,6,1,17,0,0,2,1,1,14,18,57,11.13,30.91,29.67,16.0
Lalit Yadav,2023,Delhi Capitals,4,78,13.0,120,3,4,0,22,0,0,1,0,0,40,56,24,9.23,26.83,40.0,26.0
Washington Sundar,2023,Sunrisers Hyderabad,7,106,17.7,146,3,0,0,35,0,1,3,0,0,56,77,13,8.26,33.02,48.67,35.33
Yudhvir Singh,2023,Lucknow Super Giants,3,48,8.0,73,3,2,0,23,0,0,2,3,0,62,11,0,9.13,46.0,24.33,16.0
Mohsin Khan,2023,Lucknow Super Giants,4,60,10.0,111,3,4,0,22,0,0,1,0,3,62,22,27,11.1,34.38,37.0,20.0
JR Hazlewood,2023,Royal Challengers Bengaluru,3,54,9.0,76,3,1,2,29,0,0,2,2,1,51,17,8,8.44,50.88,25.33,18.0
AS Roy,2023,Kolkata Knight Riders,3,48,8.0,65,3,3,0,20,0,0,2,0,1,0,59,6,8.13,39.22,21.67,16.0
K Gowtham,2023,Lucknow Super Giants,6,96,16.0,118,3,4,0,39,0,0,1,2,0,56,58,4,7.38,39.0,39.33,32.0
HR Shokeen,2023,Mumbai Indians,8,114,19.0,190,3,3,2,37,0,0,2,1,0,41,149,0,10.0,31.09,63.33,38.0
GJ Maxwell,2023,Royal Challengers Bengaluru,7,62,10.3,95,3,2,0,18,0,0,1,1,1,21,57,17,9.19,28.13,31.67,20.67
N Rana,2023,Kolkata Knight Riders,6,53,8.8,75,3,1,0,18,0,0,2,0,1,26,27,22,8.49,33.33,25.0,17.67
RS Hangargekar,2023,Chennai Super Kings,2,36,6.0,60,3,6,1,14,0,1,3,1,1,12,32,16,10.0,32.56,20.0,12.0
Navdeep Saini,2023,Rajasthan Royals,1,24,4.0,40,3,1,0,9,0,1,3,1,0,12,20,8,10.0,36.0,13.33,8.0
CJ Jordan,2023,Mumbai Indians,6,132,22.0,241,3,8,0,41,0,0,1,1,2,56,66,119,10.95,29.29,80.33,44.0
TG Southee,2023,Kolkata Knight Riders,2,36,6.0,79,2,0,0,12,0,0,2,1,0,51,13,15,13.17,33.33,39.5,18.0
AU Rashid,2023,Sunrisers Hyderabad,2,42,7.0,56,2,0,0,14,0,0,2,0,0,0,46,10,8.0,33.33,28.0,21.0
Yash Dayal,2023,Gujarat Titans,5,84,14.0,165,2,4,0,24,0,0,1,1,0,39,72,54,11.79,27.27,82.5,42.0
K Yadav,2023,Rajasthan Royals,2,42,7.0,68,2,0,0,9,0,0,1,0,2,13,27,28,9.71,21.43,34.0,21.0
Abhishek Sharma,2023,Sunrisers Hyderabad,5,72,12.0,127,2,3,0,21,0,0,1,0,1,12,84,31,10.58,28.0,63.5,36.0
K Khejroliya,2023,Kolkata Knight Riders,2,26,4.3,64,2,0,2,7,0,0,2,0,2,27,0,37,14.77,25.0,32.0,13.0
JC Archer,2023,Mumbai Indians,5,120,20.0,202,2,7,2,43,0,0,1,0,1,81,51,70,10.1,33.33,101.0,60.0
LS Livingstone,2023,Punjab Kings,5,42,7.0,94,2,0,0,5,0,0,1,0,0,0,94,0,13.43,11.9,47.0,21.0
JD Unadkat,2023,Lucknow Super Giants,3,48,8.0,92,1,4,0,15,0,0,1,0,1,34,14,44,11.5,28.85,92.0,48.0
UT Yadav,2023,Kolkata Knight Riders,8,114,19.0,190,1,2,0,41,0,0,1,0,0,124,53,13,10.0,35.34,190.0,114.0
Mayank Dagar,2023,Sunrisers Hyderabad,3,66,11.0,83,1,0,0,22,0,0,1,0,0,9,62,12,7.55,33.33,83.0,66.0
RJW Topley,2023,Royal Challengers Bengaluru,1,12,2.0,14,1,0,0,7,0,0,1,1,0,14,0,0,7.0,58.33,14.0,12.0
Kartik Tyagi,2023,Sunrisers Hyderabad,3,37,6.2,92,1,3,4,10,0,0,1,1,0,49,28,15,14.92,22.73,92.0,37.0
T Stubbs,2023,Mumbai Indians,1,12,2.0,14,1,0,0,3,0,0,1,0,0,0,9,5,7.0,25.0,14.0,12.0
Shahbaz Ahmed,2023,Royal Challengers Bengaluru,5,42,7.0,95,1,0,0,9,0,0,1,0,0,41,35,19,13.57,21.43,95.0,42.0
D Jansen,2023,Mumbai Indians,1,24,4.0,53,1,4,0,6,0,0,1,0,1,16,13,24,13.25,21.43,53.0,24.0
P Dubey,2023,Delhi Capitals,1,18,3.0,19,1,1,0,8,0,0,1,0,0,0,19,0,6.33,42.11,19.0,18.0
Mustafizur Rahman,2023,Delhi Capitals,2,42,7.0,79,1,0,0,13,0,0,1,0,1,23,21,35,11.29,30.95,79.0,42.0
GD Phillips,2023,Sunrisers Hyderabad,2,18,3.0,20,1,0,0,6,0,0,1,1,0,4,16,0,6.67,33.33,20.0,18.0
R Dhawan,2023,Punjab Kings,4,42,7.0,64,1,0,0,19,0,0,1,1,0,49,15,0,9.14,45.24,64.0,42.0
AK Markram,2023,Sunrisers Hyderabad,6,49,8.2,71,1,0,0,11,0,0,1,0,0,17,53,1,8.69,22.45,71.0,49.0
Akash Deep,2023,Royal Challengers Bengaluru,2,30,5.0,63,1,1,2,10,0,0,1,1,0,25,26,12,12.6,30.3,63.0,30.0
SSB Magala,2023,Chennai Super Kings,2,36,6.0,52,1,1,0,5,0,0,1,0,1,28,14,10,8.67,13.51,52.0,36.0
R Powell,2023,Delhi Capitals,1,12,2.0,18,1,1,1,4,0,0,1,0,0,0,4,14,9.0,28.57,18.0,12.0
DG Nalkande,2023,Gujarat Titans,1,24,4.0,45,1,0,1,8,0,0,1,0,0,22,23,0,11.25,32.0,45.0,24.0
MK Lomror,2023,Royal Challengers Bengaluru,2,12,2.0,17,1,0,0,3,0,0,1,0,0,0,17,0,8.5,25.0,17.0,12.0
LH Ferguson,2023,Kolkata Knight Riders,3,46,7.7,98,1,2,2,14,0,0,1,0,1,21,39,38,12.78,28.0,98.0,46.0
AJ Hosein,2023,Sunrisers Hyderabad,1,24,4.0,41,1,0,0,5,0,0,1,0,0,31,10,0,10.25,20.83,41.0,24.0
Gurnoor Brar,2023,Punjab Kings,1,18,3.0,42,0,1,2,7,0,0,0,0,0,18,24,0,14.0,33.33,,
A Badoni,2023,Lucknow Super Giants,1,1,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,100.0,,
KR Sen,2023,Rajasthan Royals,2,18,3.0,29,0,0,1,5,0,0,0,0,0,3,26,0,9.67,26.32,,
Vivrant Sharma,2023,Sunrisers Hyderabad,2,18,3.0,37,0,2,1,5,0,0,0,0,0,0,37,0,12.33,23.81,,
DJ Hooda,2023,Lucknow Super Giants,1,6,1.0,8,0,0,0,1,0,0,0,0,0,0,8,0,8.0,16.67,,
Nithish Kumar Reddy,2023,Sunrisers Hyderabad,2,30,5.0,54,0,0,1,10,0,0,0,0,0,19,35,0,10.8,32.26,,
M Ashwin,2023,Rajasthan Royals,2,24,4.0,53,0,0,1,3,0,0,0,0,0,0,42,11,13.25,12.0,,
H Sharma,2023,Royal Challengers Bengaluru,1,18,3.0,33,0,0,0,2,0,0,0,0,0,0,33,0,11.0,11.11,,
OC McCoy,2023,Rajasthan Royals,1,6,1.0,13,0,1,0,2,0,0,0,0,0,0,0,13,13.0,28.57,,
Mohit Rathee,2023,Punjab Kings,1,12,2.0,29,0,0,0,3,0,0,0,0,0,0,29,0,14.5,25.0,,
KR Mayers,2023,Lucknow Super Giants,6,42,7.0,59,0,2,2,14,0,0,0,0,0,43,16,0,8.43,30.43,,
Swapnil Singh,2023,Lucknow Super Giants,2,12,2.0,18,0,0,0,2,0,0,0,0,0,0,18,0,9.0,16.67,,
MW Short,2023,Punjab Kings,3,24,4.0,25,0,1,0,11,0,0,0,0,0,14,11,0,6.25,44.0,,
NA Saini,2023,Rajasthan Royals,1,12,2.0,35,0,0,3,2,0,0,0,0,0,0,12,23,17.5,13.33,,
R Tewatia,2023,Gujarat Titans,2,13,2.2,15,0,1,0,7,0,0,0,0,0,0,8,7,6.92,50.0,,
D Wiese,2023,Kolkata Knight Riders,1,18,3.0,38,0,0,0,3,0,0,0,0,0,23,15,0,12.67,16.67,,
D Pretorius,2023,Chennai Super Kings,1,24,4.0,29,0,4,0,8,0,0,0,0,0,0,9,20,7.25,28.57,,
JE Root,2023,Rajasthan Royals,1,12,2.0,15,0,0,0,1,0,0,0,0,0,0,15,0,7.5,8.33,,
R Goyal,2023,Mumbai Indians,1,24,4.0,34,0,0,0,6,0,0,0,0,0,0,34,0,8.5,25.0,,
J Yadav,2023,Gujarat Titans,1,24,4.0,26,0,0,0,8,0,0,0,0,0,16,7,3,6.5,33.33,,
BA Stokes,2023,Chennai Super Kings,1,6,1.0,18,0,0,0,0,0,0,0,0,0,18,0,0,18.0,0.0,,
Tilak Varma,2023,Mumbai Indians,1,6,1.0,7,0,1,0,3,0,0,0,0,0,0,7,0,7.0,42.86,,
HV Patel,2024,Punjab Kings,14,294,49.0,485,30,21,2,80,0,6,4,1,22,71,189,225,9.9,25.24,16.17,9.8
Mukesh Kumar,2024,Delhi Capitals,10,213,35.5,379,22,7,3,67,0,4,4,4,14,114,81,184,10.68,30.04,17.23,9.68
Avesh Khan,2024,Rajasthan Royals,15,329,54.8,533,22,16,1,97,0,2,4,5,11,138,194,201,9.72,28.03,24.23,14.95
CV Varun,2024,Kolkata Knight Riders,14,301,50.2,411,21,7,1,121,0,3,3,2,2,34,305,72,8.19,39.16,19.57,14.33
JJ Bumrah,2024,Mumbai Indians,13,311,51.8,341,21,13,4,144,1,5,5,6,11,128,101,112,6.58,43.9,16.24,14.81
T Natarajan,2024,Sunrisers Hyderabad,14,308,51.3,469,20,24,0,108,0,2,4,4,11,139,138,192,9.14,32.53,23.45,15.4
MA Starc,2024,Kolkata Knight Riders,13,251,41.8,450,20,16,0,102,0,3,4,11,9,297,18,135,10.76,38.2,22.5,12.55
Arshdeep Singh,2024,Punjab Kings,14,302,50.3,514,20,24,0,108,0,1,4,7,11,244,70,200,10.21,33.13,25.7,15.1
Harshit Rana,2024,Kolkata Knight Riders,11,253,42.2,385,20,11,0,93,0,3,3,4,8,140,115,130,9.13,35.23,19.25,12.65
AD Russell,2024,Kolkata Knight Riders,14,176,29.3,304,19,12,0,60,0,2,3,0,7,0,212,92,10.36,31.91,16.0,9.26
YS Chahal,2024,Rajasthan Royals,15,348,58.0,548,19,13,1,98,0,1,3,0,6,0,378,170,9.45,27.07,28.84,18.32
PJ Cummins,2024,Sunrisers Hyderabad,16,366,61.0,571,18,9,0,123,0,1,3,5,5,182,175,214,9.36,32.8,31.72,20.33
SP Narine,2024,Kolkata Knight Riders,14,330,55.0,376,18,4,0,122,0,0,2,1,3,65,280,31,6.84,36.53,20.89,18.33
TU Deshpande,2024,Chennai Super Kings,13,288,48.0,435,18,20,2,111,0,2,4,6,11,212,60,163,9.06,35.81,24.17,16.0
KK Ahmed,2024,Delhi Capitals,14,300,50.0,493,17,23,1,120,0,0,2,8,7,285,70,138,9.86,37.04,29.0,17.65
TA Boult,2024,Rajasthan Royals,15,320,53.3,448,16,13,0,132,0,2,3,12,4,271,82,95,8.4,39.64,28.0,20.0
SM Curran,2024,Punjab Kings,13,246,41.0,422,16,7,1,81,0,1,3,3,7,170,95,157,10.29,31.89,26.38,15.38
Kuldeep Yadav,2024,Delhi Capitals,11,258,43.0,376,16,8,1,80,0,2,4,0,4,20,275,81,8.74,29.96,23.5,16.13
MM Sharma,2024,Gujarat Titans,11,234,39.0,428,16,10,1,53,0,3,4,1,11,51,160,217,10.97,21.63,26.75,14.63
Yash Dayal,2024,Royal Challengers Bengaluru,14,302,50.3,472,16,18,2,116,0,1,4,7,9,277,40,155,9.38,36.02,29.5,18.88
Naveen-ul-Haq,2024,Lucknow Super Giants,10,219,36.5,375,15,10,3,69,0,1,3,4,6,150,83,142,10.27,29.74,25.0,14.6
Sandeep Sharma,2024,Rajasthan Royals,10,228,38.0,314,15,8,0,72,1,2,5,5,9,116,60,138,8.26,30.51,20.93,15.2
Mohammed Siraj,2024,Royal Challengers Bengaluru,14,324,54.0,507,15,26,0,121,0,1,3,5,5,274,93,140,9.39,34.57,33.8,21.6
Mustafizur Rahman,2024,Chennai Super Kings,9,207,34.5,324,14,15,3,76,0,1,4,3,7,102,58,164,9.39,33.78,23.14,14.79
HH Pandya,2024,Mumbai Indians,12,216,36.0,389,13,10,0,63,0,3,3,2,8,97,218,74,10.81,27.88,29.92,16.62
PP Chawla,2024,Mumbai Indians,11,210,35.0,312,13,5,0,65,0,2,3,1,2,32,261,19,8.91,30.23,24.0,16.15
M Pathirana,2024,Chennai Super Kings,6,132,22.0,175,13,13,0,49,0,2,4,0,5,0,72,103,7.95,33.79,13.46,10.15
G Coetzee,2024,Mumbai Indians,10,201,33.5,357,13,14,1,71,0,2,4,3,7,120,123,114,10.66,32.87,27.46,15.46
C Green,2024,Royal Challengers Bengaluru,13,211,35.2,305,12,12,0,70,0,0,2,1,2,5,215,85,8.67,31.39,25.42,17.58
Yash Thakur,2024,Lucknow Super Giants,10,213,35.5,405,12,11,1,65,1,1,5,5,5,87,140,178,11.41,28.89,33.75,17.75
I Sharma,2024,Delhi Capitals,9,162,27.0,266,12,19,1,62,0,2,3,9,2,168,51,47,9.85,34.07,22.17,13.5
AR Patel,2024,Delhi Capitals,14,264,44.0,340,11,1,0,77,0,0,2,2,0,54,270,16,7.73,29.06,30.91,24.0
K Rabada,2024,Punjab Kings,11,252,42.0,386,11,10,0,93,0,0,2,4,4,177,116,93,9.19,35.5,35.09,22.91
B Kumar,2024,Sunrisers Hyderabad,16,342,57.0,555,11,14,1,126,0,1,3,10,1,347,58,150,9.74,35.29,50.45,31.09
VG Arora,2024,Kolkata Knight Riders,10,181,30.2,284,11,15,5,76,0,1,3,9,2,218,33,33,9.41,37.81,25.82,16.45
Rashid Khan,2024,Gujarat Titans,12,262,43.7,372,10,0,0,79,0,0,2,3,5,59,202,111,8.52,30.15,37.2,26.2
RD Chahar,2024,Punjab Kings,9,186,31.0,280,10,2,1,55,0,1,3,0,3,0,225,55,9.03,29.1,28.0,18.6
Mohsin Khan,2024,Lucknow Super Giants,10,228,38.0,385,10,9,0,82,0,0,2,5,3,164,79,142,10.13,34.6,38.5,22.8
LH Ferguson,2024,Royal Challengers Bengaluru,7,144,24.0,260,10,0,3,38,0,1,3,2,3,62,119,79,10.83,25.85,26.0,14.4
Ravi Bishnoi,2024,Lucknow Super Giants,14,262,43.7,384,10,8,0,88,0,0,2,0,3,29,276,79,8.79,32.59,38.4,26.2
Rasikh Salam,2024,Delhi Capitals,8,147,24.5,271,9,9,0,40,0,2,3,0,3,43,138,90,11.06,25.64,30.11,16.33
UT Yadav,2024,Gujarat Titans,7,126,21.0,211,9,3,0,55,0,0,2,6,2,150,30,31,10.05,42.64,23.44,14.0
JD Unadkat,2024,Sunrisers Hyderabad,11,187,31.2,321,9,13,0,42,0,1,3,0,2,29,207,85,10.3,21.0,35.67,20.78
R Ashwin,2024,Rajasthan Royals,14,330,55.0,469,9,16,0,87,0,1,3,2,1,95,280,94,8.53,25.14,52.11,36.67
RA Jadeja,2024,Chennai Super Kings,14,282,47.0,371,8,2,1,73,0,2,3,0,0,0,363,8,7.89,25.61,46.38,35.25
Noor Ahmad,2024,Gujarat Titans,10,209,34.8,297,8,5,0,71,0,0,2,1,1,6,277,14,8.53,33.18,37.13,26.13
M Markande,2024,Sunrisers Hyderabad,7,132,22.0,259,8,9,1,29,0,0,2,0,0,0,202,57,11.77,20.42,32.38,16.5
MP Yadav,2024,Lucknow Super Giants,4,73,12.2,88,8,2,1,39,0,2,4,2,2,19,65,4,7.23,51.32,11.0,9.13
N Thushara,2024,Mumbai Indians,7,156,26.0,259,8,14,2,49,0,2,3,6,2,126,33,100,9.96,28.49,32.38,19.5
Harpreet Brar,2024,Punjab Kings,13,228,38.0,309,7,2,0,69,0,0,2,0,1,29,263,17,8.13,30.0,44.14,32.57
N Burger,2024,Rajasthan Royals,5,102,17.0,152,7,3,0,46,0,0,2,4,1,105,34,13,8.94,43.81,21.71,14.57
Shahbaz Ahmed,2024,Sunrisers Hyderabad,15,165,27.5,277,7,0,1,48,0,1,3,2,0,78,199,0,10.07,28.92,39.57,23.57
GJ Maxwell,2024,Royal Challengers Bengaluru,6,96,16.0,129,7,2,0,34,0,0,2,2,0,45,74,10,8.06,34.69,18.43,13.71
KV Sharma,2024,Royal Challengers Bengaluru,9,144,24.0,256,7,5,0,39,0,0,2,0,0,0,237,19,10.67,26.17,36.57,20.57
A Nortje,2024,Delhi Capitals,6,132,22.0,298,7,7,1,36,0,1,3,2,3,70,67,161,13.55,25.71,42.57,18.86
R Sai Kishore,2024,Gujarat Titans,5,90,15.0,137,7,3,0,30,0,1,4,1,2,19,72,46,9.13,32.26,19.57,12.86
Akash Madhwal,2024,Mumbai Indians,5,109,18.2,209,6,8,2,33,0,1,3,2,1,56,70,83,11.5,27.73,34.83,18.17
KH Pandya,2024,Lucknow Super Giants,12,198,33.0,258,6,7,0,55,0,1,3,0,0,54,175,29,7.82,26.83,43.0,33.0
KR Sen,2024,Rajasthan Royals,3,72,12.0,127,6,6,1,22,0,1,3,0,1,29,52,46,10.58,27.85,21.17,12.0
Swapnil Singh,2024,Royal Challengers Bengaluru,7,90,15.0,133,6,1,1,27,0,0,2,5,0,62,71,0,8.87,29.35,22.17,15.0
Vijaykumar Vyshak,2024,Royal Challengers Bengaluru,4,87,14.5,143,6,3,0,23,0,1,4,0,3,0,122,21,9.86,25.56,23.83,14.5
